Date: Wed Jan 02 00:00:00 PST 1980, Total Sales: 1
Date: Tue Jul 09 00:00:00 PDT 2002, Total Sales: 1
Date: Mon Aug 05 00:00:00 PDT 2002, Total Sales: 1
Date: Thu Aug 22 00:00:00 PDT 2002, Total Sales: 1
Date: Sun Aug 25 00:00:00 PDT 2002, Total Sales: 1
Date: Tue Aug 27 00:00:00 PDT 2002, Total Sales: 1
Date: Sat Sep 21 00:00:00 PDT 2002, Total Sales: 1
Date: Sun Sep 22 00:00:00 PDT 2002, Total Sales: 1
Date: Wed Oct 16 00:00:00 PDT 2002, Total Sales: 1
Date: Mon Oct 21 00:00:00 PDT 2002, Total Sales: 1
Date: Tue Oct 22 00:00:00 PDT 2002, Total Sales: 1
Date: Fri Oct 25 00:00:00 PDT 2002, Total Sales: 1
Date: Fri Nov 01 00:00:00 PST 2002, Total Sales: 1
Date: Sun Nov 10 00:00:00 PST 2002, Total Sales: 1
Date: Sat Nov 23 00:00:00 PST 2002, Total Sales: 1
Date: Wed Dec 04 00:00:00 PST 2002, Total Sales: 1
Date: Thu Dec 12 00:00:00 PST 2002, Total Sales: 1
Date: Sun Dec 15 00:00:00 PST 2002, Total Sales: 1
Date: Mon Dec 16 00:00:00 PST 2002, Total Sales: 1
Date: Tue Dec 24 00:00:00 PST 2002, Total Sales: 1
Date: Sat Dec 28 00:00:00 PST 2002, Total Sales: 1
Date: Wed Jan 01 00:00:00 PST 2003, Total Sales: 1
Date: Thu Jan 02 00:00:00 PST 2003, Total Sales: 1
Date: Wed Jan 08 00:00:00 PST 2003, Total Sales: 1
Date: Thu Jan 09 00:00:00 PST 2003, Total Sales: 1
Date: Mon Jan 13 00:00:00 PST 2003, Total Sales: 1
Date: Sun Jan 19 00:00:00 PST 2003, Total Sales: 1
Date: Mon Jan 27 00:00:00 PST 2003, Total Sales: 1
Date: Fri Jan 31 00:00:00 PST 2003, Total Sales: 1
Date: Tue Feb 04 00:00:00 PST 2003, Total Sales: 1
Date: Fri Feb 07 00:00:00 PST 2003, Total Sales: 1
Date: Tue Feb 25 00:00:00 PST 2003, Total Sales: 1
Date: Fri Mar 07 00:00:00 PST 2003, Total Sales: 1
Date: Wed Mar 12 00:00:00 PST 2003, Total Sales: 1
Date: Sun Mar 16 00:00:00 PST 2003, Total Sales: 1
Date: Mon Mar 17 00:00:00 PST 2003, Total Sales: 1
Date: Mon Mar 24 00:00:00 PST 2003, Total Sales: 1
Date: Thu Mar 27 00:00:00 PST 2003, Total Sales: 1
Date: Mon Mar 31 00:00:00 PST 2003, Total Sales: 1
Date: Tue Apr 01 00:00:00 PST 2003, Total Sales: 1
Date: Wed Apr 16 00:00:00 PDT 2003, Total Sales: 1
Date: Mon Apr 28 00:00:00 PDT 2003, Total Sales: 1
Date: Wed Apr 30 00:00:00 PDT 2003, Total Sales: 1
Date: Tue May 13 00:00:00 PDT 2003, Total Sales: 1
Date: Sat May 17 00:00:00 PDT 2003, Total Sales: 1
Date: Fri May 30 00:00:00 PDT 2003, Total Sales: 1
Date: Tue Jun 03 00:00:00 PDT 2003, Total Sales: 1
Date: Sat Jun 07 00:00:00 PDT 2003, Total Sales: 1
Date: Sun Jun 08 00:00:00 PDT 2003, Total Sales: 1
Date: Wed Jun 11 00:00:00 PDT 2003, Total Sales: 1
Date: Wed Jun 18 00:00:00 PDT 2003, Total Sales: 1
Date: Thu Jun 19 00:00:00 PDT 2003, Total Sales: 1
Date: Sun Jun 29 00:00:00 PDT 2003, Total Sales: 1
Date: Mon Jun 30 00:00:00 PDT 2003, Total Sales: 1
Date: Wed Jul 02 00:00:00 PDT 2003, Total Sales: 1
Date: Wed Jul 09 00:00:00 PDT 2003, Total Sales: 1
Date: Sat Jul 12 00:00:00 PDT 2003, Total Sales: 1
Date: Fri Jul 25 00:00:00 PDT 2003, Total Sales: 1
Date: Wed Jul 30 00:00:00 PDT 2003, Total Sales: 1
Date: Wed Aug 13 00:00:00 PDT 2003, Total Sales: 1
Date: Mon Aug 18 00:00:00 PDT 2003, Total Sales: 1
Date: Wed Sep 03 00:00:00 PDT 2003, Total Sales: 1
Date: Mon Sep 22 00:00:00 PDT 2003, Total Sales: 1
Date: Tue Sep 23 00:00:00 PDT 2003, Total Sales: 2
Date: Fri Sep 26 00:00:00 PDT 2003, Total Sales: 1
Date: Sun Sep 28 00:00:00 PDT 2003, Total Sales: 1
Date: Tue Sep 30 00:00:00 PDT 2003, Total Sales: 1
Date: Sun Oct 05 00:00:00 PDT 2003, Total Sales: 1
Date: Fri Oct 10 00:00:00 PDT 2003, Total Sales: 1
Date: Sat Oct 18 00:00:00 PDT 2003, Total Sales: 1
Date: Tue Oct 21 00:00:00 PDT 2003, Total Sales: 1
Date: Thu Oct 23 00:00:00 PDT 2003, Total Sales: 1
Date: Tue Oct 28 00:00:00 PST 2003, Total Sales: 1
Date: Wed Nov 19 00:00:00 PST 2003, Total Sales: 1
Date: Thu Nov 27 00:00:00 PST 2003, Total Sales: 1
Date: Fri Dec 05 00:00:00 PST 2003, Total Sales: 1
Date: Sat Dec 06 00:00:00 PST 2003, Total Sales: 1
Date: Sun Dec 07 00:00:00 PST 2003, Total Sales: 2
Date: Thu Dec 11 00:00:00 PST 2003, Total Sales: 1
Date: Mon Dec 15 00:00:00 PST 2003, Total Sales: 1
Date: Sat Dec 20 00:00:00 PST 2003, Total Sales: 1
Date: Wed Dec 31 00:00:00 PST 2003, Total Sales: 1
Date: Sun Jan 04 00:00:00 PST 2004, Total Sales: 1
Date: Sun Jan 11 00:00:00 PST 2004, Total Sales: 1
Date: Fri Jan 16 00:00:00 PST 2004, Total Sales: 1
Date: Fri Jan 23 00:00:00 PST 2004, Total Sales: 2
Date: Wed Jan 28 00:00:00 PST 2004, Total Sales: 1
Date: Thu Feb 12 00:00:00 PST 2004, Total Sales: 1
Date: Sun Feb 22 00:00:00 PST 2004, Total Sales: 1
Date: Wed Mar 03 00:00:00 PST 2004, Total Sales: 1
Date: Wed Mar 10 00:00:00 PST 2004, Total Sales: 1
Date: Fri Mar 12 00:00:00 PST 2004, Total Sales: 1
Date: Sun Mar 14 00:00:00 PST 2004, Total Sales: 2
Date: Mon Mar 15 00:00:00 PST 2004, Total Sales: 1
Date: Sat Mar 20 00:00:00 PST 2004, Total Sales: 2
Date: Tue Mar 23 00:00:00 PST 2004, Total Sales: 1
Date: Thu Apr 01 00:00:00 PST 2004, Total Sales: 1
Date: Wed Apr 14 00:00:00 PDT 2004, Total Sales: 1
Date: Sun May 09 00:00:00 PDT 2004, Total Sales: 1
Date: Mon May 17 00:00:00 PDT 2004, Total Sales: 1
Date: Sat May 22 00:00:00 PDT 2004, Total Sales: 1
Date: Thu Jun 17 00:00:00 PDT 2004, Total Sales: 1
Date: Thu Jul 15 00:00:00 PDT 2004, Total Sales: 1
Date: Sun Jul 25 00:00:00 PDT 2004, Total Sales: 1
Date: Mon Aug 02 00:00:00 PDT 2004, Total Sales: 1
Date: Mon Aug 09 00:00:00 PDT 2004, Total Sales: 1
Date: Sat Aug 21 00:00:00 PDT 2004, Total Sales: 1
Date: Tue Aug 24 00:00:00 PDT 2004, Total Sales: 1
Date: Wed Aug 25 00:00:00 PDT 2004, Total Sales: 1
Date: Mon Aug 30 00:00:00 PDT 2004, Total Sales: 1
Date: Fri Sep 10 00:00:00 PDT 2004, Total Sales: 1
Date: Thu Sep 16 00:00:00 PDT 2004, Total Sales: 1
Date: Fri Oct 01 00:00:00 PDT 2004, Total Sales: 1
Date: Fri Oct 08 00:00:00 PDT 2004, Total Sales: 1
Date: Sun Oct 10 00:00:00 PDT 2004, Total Sales: 1
Date: Wed Oct 27 00:00:00 PDT 2004, Total Sales: 1
Date: Sun Oct 31 00:00:00 PDT 2004, Total Sales: 1
Date: Wed Nov 17 00:00:00 PST 2004, Total Sales: 1
Date: Thu Nov 18 00:00:00 PST 2004, Total Sales: 1
Date: Fri Dec 10 00:00:00 PST 2004, Total Sales: 1
Date: Fri Jan 07 00:00:00 PST 2005, Total Sales: 1
Date: Sat Jan 08 00:00:00 PST 2005, Total Sales: 1
Date: Wed Jan 19 00:00:00 PST 2005, Total Sales: 1
Date: Fri Jan 21 00:00:00 PST 2005, Total Sales: 1
Date: Sat Feb 19 00:00:00 PST 2005, Total Sales: 1
Date: Sat Feb 26 00:00:00 PST 2005, Total Sales: 2
Date: Tue Mar 01 00:00:00 PST 2005, Total Sales: 1
Date: Sat Mar 05 00:00:00 PST 2005, Total Sales: 1
Date: Sun Mar 06 00:00:00 PST 2005, Total Sales: 2
Date: Thu Mar 10 00:00:00 PST 2005, Total Sales: 1
Date: Fri Mar 25 00:00:00 PST 2005, Total Sales: 1
Date: Mon Mar 28 00:00:00 PST 2005, Total Sales: 2
Date: Sat Apr 02 00:00:00 PST 2005, Total Sales: 1
Date: Fri Apr 08 00:00:00 PDT 2005, Total Sales: 1
Date: Mon Apr 11 00:00:00 PDT 2005, Total Sales: 1
Date: Wed Apr 13 00:00:00 PDT 2005, Total Sales: 1
Date: Tue May 10 00:00:00 PDT 2005, Total Sales: 1
Date: Mon May 16 00:00:00 PDT 2005, Total Sales: 1
Date: Wed May 18 00:00:00 PDT 2005, Total Sales: 1
Date: Mon May 23 00:00:00 PDT 2005, Total Sales: 1
Date: Sat May 28 00:00:00 PDT 2005, Total Sales: 1
Date: Sat Jun 11 00:00:00 PDT 2005, Total Sales: 1
Date: Wed Jul 06 00:00:00 PDT 2005, Total Sales: 1
Date: Fri Jul 15 00:00:00 PDT 2005, Total Sales: 1
Date: Tue Jul 26 00:00:00 PDT 2005, Total Sales: 1
Date: Wed Aug 17 00:00:00 PDT 2005, Total Sales: 1
Date: Sat Aug 20 00:00:00 PDT 2005, Total Sales: 1
Date: Fri Sep 09 00:00:00 PDT 2005, Total Sales: 1
Date: Wed Sep 21 00:00:00 PDT 2005, Total Sales: 1
Date: Fri Sep 23 00:00:00 PDT 2005, Total Sales: 1
Date: Mon Sep 26 00:00:00 PDT 2005, Total Sales: 1
Date: Tue Oct 11 00:00:00 PDT 2005, Total Sales: 1
Date: Wed Oct 12 00:00:00 PDT 2005, Total Sales: 1
Date: Tue Oct 25 00:00:00 PDT 2005, Total Sales: 1
Date: Sun Nov 13 00:00:00 PST 2005, Total Sales: 1
Date: Thu Nov 17 00:00:00 PST 2005, Total Sales: 1
Date: Wed Dec 07 00:00:00 PST 2005, Total Sales: 1
Date: Sun Dec 11 00:00:00 PST 2005, Total Sales: 1
Date: Tue Dec 27 00:00:00 PST 2005, Total Sales: 1
Date: Mon Jan 09 00:00:00 PST 2006, Total Sales: 1
Date: Wed Jan 11 00:00:00 PST 2006, Total Sales: 1
Date: Tue Jan 24 00:00:00 PST 2006, Total Sales: 1
Date: Sat Jan 28 00:00:00 PST 2006, Total Sales: 1
Date: Sun Feb 05 00:00:00 PST 2006, Total Sales: 1
Date: Mon Feb 20 00:00:00 PST 2006, Total Sales: 1
Date: Sat Mar 04 00:00:00 PST 2006, Total Sales: 2
Date: Mon Mar 06 00:00:00 PST 2006, Total Sales: 2
Date: Tue Mar 21 00:00:00 PST 2006, Total Sales: 1
Date: Wed Mar 22 00:00:00 PST 2006, Total Sales: 1
Date: Wed Mar 29 00:00:00 PST 2006, Total Sales: 1
Date: Fri Mar 31 00:00:00 PST 2006, Total Sales: 1
Date: Sun Apr 02 00:00:00 PST 2006, Total Sales: 1
Date: Thu Apr 06 00:00:00 PDT 2006, Total Sales: 1
Date: Fri Apr 07 00:00:00 PDT 2006, Total Sales: 1
Date: Sat Apr 08 00:00:00 PDT 2006, Total Sales: 1
Date: Sun Apr 16 00:00:00 PDT 2006, Total Sales: 1
Date: Wed Apr 19 00:00:00 PDT 2006, Total Sales: 2
Date: Fri Apr 21 00:00:00 PDT 2006, Total Sales: 1
Date: Sat Apr 22 00:00:00 PDT 2006, Total Sales: 1
Date: Fri May 05 00:00:00 PDT 2006, Total Sales: 1
Date: Mon May 08 00:00:00 PDT 2006, Total Sales: 1
Date: Thu Jun 01 00:00:00 PDT 2006, Total Sales: 1
Date: Tue Jun 06 00:00:00 PDT 2006, Total Sales: 1
Date: Sat Jun 10 00:00:00 PDT 2006, Total Sales: 1
Date: Fri Jun 16 00:00:00 PDT 2006, Total Sales: 1
Date: Fri Jun 23 00:00:00 PDT 2006, Total Sales: 1
Date: Tue Jun 27 00:00:00 PDT 2006, Total Sales: 1
Date: Fri Jun 30 00:00:00 PDT 2006, Total Sales: 1
Date: Sun Jul 02 00:00:00 PDT 2006, Total Sales: 1
Date: Thu Jul 06 00:00:00 PDT 2006, Total Sales: 1
Date: Mon Jul 10 00:00:00 PDT 2006, Total Sales: 1
Date: Thu Jul 13 00:00:00 PDT 2006, Total Sales: 1
Date: Thu Jul 20 00:00:00 PDT 2006, Total Sales: 1
Date: Sat Jul 29 00:00:00 PDT 2006, Total Sales: 1
Date: Thu Aug 10 00:00:00 PDT 2006, Total Sales: 1
Date: Sat Aug 12 00:00:00 PDT 2006, Total Sales: 1
Date: Thu Aug 17 00:00:00 PDT 2006, Total Sales: 1
Date: Thu Aug 24 00:00:00 PDT 2006, Total Sales: 1
Date: Thu Aug 31 00:00:00 PDT 2006, Total Sales: 1
Date: Wed Sep 13 00:00:00 PDT 2006, Total Sales: 1
Date: Thu Sep 14 00:00:00 PDT 2006, Total Sales: 1
Date: Mon Sep 18 00:00:00 PDT 2006, Total Sales: 1
Date: Sat Sep 30 00:00:00 PDT 2006, Total Sales: 1
Date: Sat Oct 28 00:00:00 PDT 2006, Total Sales: 1
Date: Mon Oct 30 00:00:00 PST 2006, Total Sales: 1
Date: Sun Nov 05 00:00:00 PST 2006, Total Sales: 2
Date: Mon Nov 06 00:00:00 PST 2006, Total Sales: 1
Date: Fri Nov 24 00:00:00 PST 2006, Total Sales: 1
Date: Mon Nov 27 00:00:00 PST 2006, Total Sales: 1
Date: Wed Nov 29 00:00:00 PST 2006, Total Sales: 1
Date: Thu Dec 07 00:00:00 PST 2006, Total Sales: 1
Date: Sat Dec 16 00:00:00 PST 2006, Total Sales: 2
Date: Tue Dec 19 00:00:00 PST 2006, Total Sales: 1
Date: Tue Dec 26 00:00:00 PST 2006, Total Sales: 1
Date: Tue Jan 02 00:00:00 PST 2007, Total Sales: 1
Date: Sat Jan 13 00:00:00 PST 2007, Total Sales: 2
Date: Tue Jan 16 00:00:00 PST 2007, Total Sales: 1
Date: Fri Jan 19 00:00:00 PST 2007, Total Sales: 1
Date: Thu Feb 01 00:00:00 PST 2007, Total Sales: 1
Date: Sun Feb 04 00:00:00 PST 2007, Total Sales: 1
Date: Mon Feb 19 00:00:00 PST 2007, Total Sales: 1
Date: Thu Feb 22 00:00:00 PST 2007, Total Sales: 1
Date: Fri Feb 23 00:00:00 PST 2007, Total Sales: 2
Date: Wed Mar 14 00:00:00 PDT 2007, Total Sales: 1
Date: Sat Mar 31 00:00:00 PDT 2007, Total Sales: 1
Date: Mon Apr 02 00:00:00 PDT 2007, Total Sales: 1
Date: Tue Apr 03 00:00:00 PDT 2007, Total Sales: 1
Date: Wed Apr 04 00:00:00 PDT 2007, Total Sales: 1
Date: Thu Apr 05 00:00:00 PDT 2007, Total Sales: 1
Date: Sat Apr 07 00:00:00 PDT 2007, Total Sales: 1
Date: Sat Apr 21 00:00:00 PDT 2007, Total Sales: 1
Date: Mon Apr 30 00:00:00 PDT 2007, Total Sales: 2
Date: Wed May 23 00:00:00 PDT 2007, Total Sales: 1
Date: Mon May 28 00:00:00 PDT 2007, Total Sales: 1
Date: Tue Jun 05 00:00:00 PDT 2007, Total Sales: 2
Date: Thu Jun 14 00:00:00 PDT 2007, Total Sales: 1
Date: Mon Jul 02 00:00:00 PDT 2007, Total Sales: 1
Date: Tue Jul 17 00:00:00 PDT 2007, Total Sales: 1
Date: Fri Jul 27 00:00:00 PDT 2007, Total Sales: 1
Date: Tue Jul 31 00:00:00 PDT 2007, Total Sales: 1
Date: Sun Aug 12 00:00:00 PDT 2007, Total Sales: 1
Date: Thu Aug 16 00:00:00 PDT 2007, Total Sales: 1
Date: Fri Aug 17 00:00:00 PDT 2007, Total Sales: 1
Date: Thu Aug 23 00:00:00 PDT 2007, Total Sales: 1
Date: Mon Sep 03 00:00:00 PDT 2007, Total Sales: 1
Date: Wed Sep 05 00:00:00 PDT 2007, Total Sales: 1
Date: Thu Sep 06 00:00:00 PDT 2007, Total Sales: 1
Date: Sat Sep 08 00:00:00 PDT 2007, Total Sales: 1
Date: Tue Sep 11 00:00:00 PDT 2007, Total Sales: 1
Date: Fri Sep 14 00:00:00 PDT 2007, Total Sales: 1
Date: Sun Oct 07 00:00:00 PDT 2007, Total Sales: 1
Date: Sat Oct 13 00:00:00 PDT 2007, Total Sales: 1
Date: Mon Oct 22 00:00:00 PDT 2007, Total Sales: 2
Date: Tue Oct 23 00:00:00 PDT 2007, Total Sales: 1
Date: Mon Nov 05 00:00:00 PST 2007, Total Sales: 1
Date: Tue Nov 06 00:00:00 PST 2007, Total Sales: 1
Date: Mon Nov 19 00:00:00 PST 2007, Total Sales: 1
Date: Wed Nov 21 00:00:00 PST 2007, Total Sales: 1
Date: Sat Dec 08 00:00:00 PST 2007, Total Sales: 1
Date: Wed Dec 12 00:00:00 PST 2007, Total Sales: 1
Date: Fri Dec 14 00:00:00 PST 2007, Total Sales: 1
Date: Tue Dec 25 00:00:00 PST 2007, Total Sales: 2
Date: Tue Jan 01 00:00:00 PST 2008, Total Sales: 1
Date: Sat Jan 05 00:00:00 PST 2008, Total Sales: 1
Date: Sun Jan 06 00:00:00 PST 2008, Total Sales: 1
Date: Wed Jan 16 00:00:00 PST 2008, Total Sales: 1
Date: Wed Jan 23 00:00:00 PST 2008, Total Sales: 1
Date: Sat Feb 02 00:00:00 PST 2008, Total Sales: 1
Date: Sun Feb 10 00:00:00 PST 2008, Total Sales: 1
Date: Mon Feb 11 00:00:00 PST 2008, Total Sales: 1
Date: Fri Feb 15 00:00:00 PST 2008, Total Sales: 1
Date: Sat Feb 23 00:00:00 PST 2008, Total Sales: 1
Date: Tue Mar 04 00:00:00 PST 2008, Total Sales: 1
Date: Thu Mar 06 00:00:00 PST 2008, Total Sales: 1
Date: Fri Mar 07 00:00:00 PST 2008, Total Sales: 1
Date: Mon Mar 10 00:00:00 PDT 2008, Total Sales: 1
Date: Tue Mar 11 00:00:00 PDT 2008, Total Sales: 1
Date: Mon Mar 17 00:00:00 PDT 2008, Total Sales: 1
Date: Sat Apr 05 00:00:00 PDT 2008, Total Sales: 1
Date: Wed Apr 09 00:00:00 PDT 2008, Total Sales: 1
Date: Fri Apr 18 00:00:00 PDT 2008, Total Sales: 1
Date: Sun Apr 20 00:00:00 PDT 2008, Total Sales: 2
Date: Sat Apr 26 00:00:00 PDT 2008, Total Sales: 1
Date: Mon May 05 00:00:00 PDT 2008, Total Sales: 1
Date: Fri May 09 00:00:00 PDT 2008, Total Sales: 1
Date: Wed May 14 00:00:00 PDT 2008, Total Sales: 1
Date: Mon May 19 00:00:00 PDT 2008, Total Sales: 1
Date: Mon May 26 00:00:00 PDT 2008, Total Sales: 1
Date: Tue Jun 03 00:00:00 PDT 2008, Total Sales: 1
Date: Wed Jun 04 00:00:00 PDT 2008, Total Sales: 1
Date: Thu Jun 05 00:00:00 PDT 2008, Total Sales: 1
Date: Fri Jun 20 00:00:00 PDT 2008, Total Sales: 1
Date: Sun Jun 22 00:00:00 PDT 2008, Total Sales: 1
Date: Sun Jun 29 00:00:00 PDT 2008, Total Sales: 1
Date: Mon Jun 30 00:00:00 PDT 2008, Total Sales: 1
Date: Mon Jul 07 00:00:00 PDT 2008, Total Sales: 1
Date: Thu Jul 17 00:00:00 PDT 2008, Total Sales: 1
Date: Sat Aug 02 00:00:00 PDT 2008, Total Sales: 1
Date: Wed Aug 13 00:00:00 PDT 2008, Total Sales: 1
Date: Fri Aug 15 00:00:00 PDT 2008, Total Sales: 1
Date: Sun Aug 17 00:00:00 PDT 2008, Total Sales: 2
Date: Tue Aug 26 00:00:00 PDT 2008, Total Sales: 1
Date: Sat Aug 30 00:00:00 PDT 2008, Total Sales: 1
Date: Mon Sep 01 00:00:00 PDT 2008, Total Sales: 1
Date: Thu Sep 04 00:00:00 PDT 2008, Total Sales: 1
Date: Wed Sep 10 00:00:00 PDT 2008, Total Sales: 1
Date: Fri Sep 12 00:00:00 PDT 2008, Total Sales: 1
Date: Wed Sep 17 00:00:00 PDT 2008, Total Sales: 1
Date: Thu Sep 25 00:00:00 PDT 2008, Total Sales: 1
Date: Sat Sep 27 00:00:00 PDT 2008, Total Sales: 1
Date: Mon Oct 06 00:00:00 PDT 2008, Total Sales: 1
Date: Tue Oct 07 00:00:00 PDT 2008, Total Sales: 1
Date: Tue Oct 14 00:00:00 PDT 2008, Total Sales: 1
Date: Thu Oct 16 00:00:00 PDT 2008, Total Sales: 1
Date: Sat Oct 18 00:00:00 PDT 2008, Total Sales: 1
Date: Tue Oct 28 00:00:00 PDT 2008, Total Sales: 1
Date: Sat Nov 01 00:00:00 PDT 2008, Total Sales: 1
Date: Mon Nov 03 00:00:00 PST 2008, Total Sales: 1
Date: Mon Nov 10 00:00:00 PST 2008, Total Sales: 3
Date: Mon Nov 24 00:00:00 PST 2008, Total Sales: 1
Date: Sun Dec 21 00:00:00 PST 2008, Total Sales: 1
Date: Thu Dec 25 00:00:00 PST 2008, Total Sales: 1
Date: Sun Dec 28 00:00:00 PST 2008, Total Sales: 1
Date: Fri Jan 02 00:00:00 PST 2009, Total Sales: 1
Date: Fri Jan 23 00:00:00 PST 2009, Total Sales: 1
Date: Fri Jan 30 00:00:00 PST 2009, Total Sales: 1
Date: Sat Jan 31 00:00:00 PST 2009, Total Sales: 1
Date: Tue Feb 03 00:00:00 PST 2009, Total Sales: 1
Date: Tue Feb 17 00:00:00 PST 2009, Total Sales: 1
Date: Sun Feb 22 00:00:00 PST 2009, Total Sales: 2
Date: Tue Feb 24 00:00:00 PST 2009, Total Sales: 1
Date: Mon Mar 23 00:00:00 PDT 2009, Total Sales: 2
Date: Thu Mar 26 00:00:00 PDT 2009, Total Sales: 1
Date: Sun Mar 29 00:00:00 PDT 2009, Total Sales: 1
Date: Thu Apr 02 00:00:00 PDT 2009, Total Sales: 1
Date: Wed Apr 08 00:00:00 PDT 2009, Total Sales: 1
Date: Sat Apr 11 00:00:00 PDT 2009, Total Sales: 2
Date: Mon Apr 13 00:00:00 PDT 2009, Total Sales: 1
Date: Thu Apr 16 00:00:00 PDT 2009, Total Sales: 1
Date: Sun Apr 19 00:00:00 PDT 2009, Total Sales: 1
Date: Mon Apr 20 00:00:00 PDT 2009, Total Sales: 1
Date: Thu Apr 23 00:00:00 PDT 2009, Total Sales: 1
Date: Tue Apr 28 00:00:00 PDT 2009, Total Sales: 1
Date: Thu Apr 30 00:00:00 PDT 2009, Total Sales: 1
Date: Sat May 16 00:00:00 PDT 2009, Total Sales: 1
Date: Fri May 22 00:00:00 PDT 2009, Total Sales: 1
Date: Tue May 26 00:00:00 PDT 2009, Total Sales: 1
Date: Tue Jun 02 00:00:00 PDT 2009, Total Sales: 1
Date: Wed Jun 03 00:00:00 PDT 2009, Total Sales: 1
Date: Thu Jun 04 00:00:00 PDT 2009, Total Sales: 1
Date: Fri Jun 05 00:00:00 PDT 2009, Total Sales: 1
Date: Sun Jun 07 00:00:00 PDT 2009, Total Sales: 2
Date: Tue Jun 09 00:00:00 PDT 2009, Total Sales: 1
Date: Tue Jun 16 00:00:00 PDT 2009, Total Sales: 1
Date: Mon Jul 06 00:00:00 PDT 2009, Total Sales: 1
Date: Thu Jul 30 00:00:00 PDT 2009, Total Sales: 1
Date: Mon Aug 03 00:00:00 PDT 2009, Total Sales: 1
Date: Wed Aug 05 00:00:00 PDT 2009, Total Sales: 1
Date: Sun Aug 09 00:00:00 PDT 2009, Total Sales: 1
Date: Wed Aug 12 00:00:00 PDT 2009, Total Sales: 1
Date: Tue Aug 18 00:00:00 PDT 2009, Total Sales: 2
Date: Fri Aug 21 00:00:00 PDT 2009, Total Sales: 1
Date: Mon Aug 24 00:00:00 PDT 2009, Total Sales: 3
Date: Sat Aug 29 00:00:00 PDT 2009, Total Sales: 1
Date: Tue Sep 15 00:00:00 PDT 2009, Total Sales: 1
Date: Wed Oct 07 00:00:00 PDT 2009, Total Sales: 1
Date: Thu Oct 08 00:00:00 PDT 2009, Total Sales: 1
Date: Sun Oct 18 00:00:00 PDT 2009, Total Sales: 1
Date: Fri Oct 23 00:00:00 PDT 2009, Total Sales: 1
Date: Fri Oct 30 00:00:00 PDT 2009, Total Sales: 1
Date: Wed Nov 11 00:00:00 PST 2009, Total Sales: 1
Date: Mon Nov 16 00:00:00 PST 2009, Total Sales: 1
Date: Tue Nov 17 00:00:00 PST 2009, Total Sales: 2
Date: Wed Nov 18 00:00:00 PST 2009, Total Sales: 1
Date: Sun Nov 29 00:00:00 PST 2009, Total Sales: 1
Date: Sun Dec 13 00:00:00 PST 2009, Total Sales: 1
Date: Fri Dec 18 00:00:00 PST 2009, Total Sales: 1
Date: Thu Jan 14 00:00:00 PST 2010, Total Sales: 1
Date: Mon Feb 01 00:00:00 PST 2010, Total Sales: 1
Date: Tue Feb 16 00:00:00 PST 2010, Total Sales: 2
Date: Sat Mar 06 00:00:00 PST 2010, Total Sales: 1
Date: Wed Mar 10 00:00:00 PST 2010, Total Sales: 1
Date: Sat Mar 27 00:00:00 PDT 2010, Total Sales: 1
Date: Mon Mar 29 00:00:00 PDT 2010, Total Sales: 1
Date: Thu Apr 01 00:00:00 PDT 2010, Total Sales: 1
Date: Sun Apr 04 00:00:00 PDT 2010, Total Sales: 1
Date: Tue Apr 06 00:00:00 PDT 2010, Total Sales: 1
Date: Thu Apr 15 00:00:00 PDT 2010, Total Sales: 1
Date: Sun Apr 18 00:00:00 PDT 2010, Total Sales: 1
Date: Tue Apr 20 00:00:00 PDT 2010, Total Sales: 1
Date: Tue May 04 00:00:00 PDT 2010, Total Sales: 1
Date: Wed May 05 00:00:00 PDT 2010, Total Sales: 1
Date: Thu May 06 00:00:00 PDT 2010, Total Sales: 1
Date: Mon May 17 00:00:00 PDT 2010, Total Sales: 1
Date: Wed May 19 00:00:00 PDT 2010, Total Sales: 1
Date: Fri May 21 00:00:00 PDT 2010, Total Sales: 1
Date: Tue Jun 01 00:00:00 PDT 2010, Total Sales: 1
Date: Sat Jun 05 00:00:00 PDT 2010, Total Sales: 1
Date: Tue Jun 08 00:00:00 PDT 2010, Total Sales: 1
Date: Sun Jun 13 00:00:00 PDT 2010, Total Sales: 1
Date: Sun Jun 20 00:00:00 PDT 2010, Total Sales: 1
Date: Fri Jun 25 00:00:00 PDT 2010, Total Sales: 1
Date: Wed Jun 30 00:00:00 PDT 2010, Total Sales: 2
Date: Thu Jul 01 00:00:00 PDT 2010, Total Sales: 1
Date: Thu Jul 08 00:00:00 PDT 2010, Total Sales: 1
Date: Sun Jul 11 00:00:00 PDT 2010, Total Sales: 1
Date: Fri Jul 23 00:00:00 PDT 2010, Total Sales: 1
Date: Sat Jul 24 00:00:00 PDT 2010, Total Sales: 1
Date: Mon Jul 26 00:00:00 PDT 2010, Total Sales: 1
Date: Sat Jul 31 00:00:00 PDT 2010, Total Sales: 1
Date: Mon Aug 02 00:00:00 PDT 2010, Total Sales: 1
Date: Thu Aug 05 00:00:00 PDT 2010, Total Sales: 2
Date: Fri Aug 06 00:00:00 PDT 2010, Total Sales: 1
Date: Sat Aug 07 00:00:00 PDT 2010, Total Sales: 1
Date: Wed Aug 11 00:00:00 PDT 2010, Total Sales: 1
Date: Tue Aug 17 00:00:00 PDT 2010, Total Sales: 1
Date: Thu Sep 02 00:00:00 PDT 2010, Total Sales: 1
Date: Sun Sep 12 00:00:00 PDT 2010, Total Sales: 1
